state,district,quarter,property_type,sales_count,total_value_rm,mean_price_rm,median_price_rm,p25_price_rm,p75_price_rm,under_300k,under_500k
Kedah,Baling,2024Q1,all,41.0,9707000.0,236756.1,200000.0,190000.0,280000.0,32.0,41.0
Kedah,Baling,2024Q1,detached,2.0,888000.0,444000.0,444000.0,422000.0,466000.0,0.0,2.0
Kedah,Baling,2024Q1,low_cost_house,7.0,1042000.0,148857.14,167000.0,122500.0,180000.0,7.0,7.0
Kedah,Baling,2024Q1,semi_detached,5.0,1421000.0,284200.0,280000.0,220000.0,335000.0,3.0,5.0
Kedah,Baling,2024Q1,terrace,27.0,6356000.0,235407.41,220000.0,195000.0,275000.0,22.0,27.0
Kedah,Baling,2024Q2,all,36.0,7899000.0,219416.67,200000.0,177500.0,272500.0,28.0,36.0
Kedah,Baling,2024Q2,low_cost_house,13.0,2105000.0,161923.08,180000.0,100000.0,200000.0,13.0,13.0
Kedah,Baling,2024Q2,semi_detached,8.0,2500000.0,312500.0,330000.0,272500.0,350000.0,3.0,8.0
Kedah,Baling,2024Q2,terrace,15.0,3294000.0,219600.0,200000.0,191500.0,247500.0,12.0,15.0
Kedah,Baling,2024Q3,all,27.0,6174000.0,228666.67,220000.0,189500.0,235000.0,22.0,27.0
Kedah,Baling,2024Q3,cluster,1.0,180000.0,180000.0,180000.0,180000.0,180000.0,1.0,1.0
Kedah,Baling,2024Q3,low_cost_house,8.0,1334000.0,166750.0,174500.0,145000.0,192500.0,8.0,8.0
Kedah,Baling,2024Q3,semi_detached,2.0,799000.0,399500.0,399500.0,399250.0,399750.0,0.0,2.0
Kedah,Baling,2024Q3,terrace,16.0,3861000.0,241312.5,230000.0,220000.0,242500.0,13.0,16.0
Kedah,Baling,2024Q4,all,9.0,2010000.0,223333.33,205000.0,180000.0,265000.0,9.0,9.0
Kedah,Baling,2024Q4,low_cost_house,2.0,385000.0,192500.0,192500.0,186250.0,198750.0,2.0,2.0
Kedah,Baling,2024Q4,semi_detached,1.0,280000.0,280000.0,280000.0,280000.0,280000.0,1.0,1.0
Kedah,Baling,2024Q4,terrace,6.0,1345000.0,224166.67,230000.0,185000.0,263750.0,6.0,6.0
Kedah,Baling,2025Q1,all,11.0,2468000.0,224363.64,250000.0,162500.0,275000.0,10.0,11.0
Kedah,Baling,2025Q1,low_cost_house,4.0,585000.0,146250.0,150000.0,135000.0,161250.0,4.0,4.0
Kedah,Baling,2025Q1,semi_detached,3.0,900000.0,300000.0,300000.0,290000.0,310000.0,2.0,3.0
Kedah,Baling,2025Q1,terrace,4.0,983000.0,245750.0,255000.0,238250.0,262500.0,4.0,4.0
Kedah,Baling,2025Q2,all,15.0,3131000.0,208733.33,180000.0,141500.0,255000.0,12.0,15.0
Kedah,Baling,2025Q2,cluster,1.0,140000.0,140000.0,140000.0,140000.0,140000.0,1.0,1.0
Kedah,Baling,2025Q2,detached,1.0,409000.0,409000.0,409000.0,409000.0,409000.0,0.0,1.0
Kedah,Baling,2025Q2,low_cost_house,7.0,963000.0,137571.43,143000.0,135000.0,160000.0,7.0,7.0
Kedah,Baling,2025Q2,semi_detached,2.0,620000.0,310000.0,310000.0,285000.0,335000.0,1.0,2.0
Kedah,Baling,2025Q2,terrace,4.0,999000.0,249750.0,230000.0,207500.0,272250.0,3.0,4.0
Kedah,Baling,2025Q3,all,20.0,4440000.0,222000.0,222500.0,163750.0,260000.0,18.0,20.0
Kedah,Baling,2025Q3,low_cost_house,8.0,1492000.0,186500.0,178500.0,153750.0,220000.0,8.0,8.0
Kedah,Baling,2025Q3,semi_detached,4.0,978000.0,244500.0,262500.0,206250.0,300750.0,3.0,4.0
Kedah,Baling,2025Q3,terrace,8.0,1970000.0,246250.0,247500.0,222500.0,260000.0,7.0,8.0
Kedah,Baling,2025Q4,all,14.0,3478000.0,248428.57,255000.0,192500.0,295000.0,11.0,14.0
Kedah,Baling,2025Q4,detached,1.0,300000.0,300000.0,300000.0,300000.0,300000.0,1.0,1.0
Kedah,Baling,2025Q4,low_cost_house,7.0,1513000.0,216142.86,200000.0,186500.0,240000.0,7.0,7.0
Kedah,Baling,2025Q4,semi_detached,2.0,645000.0,322500.0,322500.0,321250.0,323750.0,0.0,2.0
Kedah,Baling,2025Q4,terrace,4.0,1020000.0,255000.0,260000.0,232500.0,282500.0,3.0,4.0
Kedah,Baling,2026Q1,all,11.0,2305000.0,209545.45,215000.0,177500.0,235000.0,11.0,11.0
Kedah,Baling,2026Q1,low_cost_house,4.0,705000.0,176250.0,182500.0,147500.0,211250.0,4.0,4.0
Kedah,Baling,2026Q1,semi_detached,2.0,535000.0,267500.0,267500.0,258750.0,276250.0,2.0,2.0
Kedah,Baling,2026Q1,terrace,5.0,1065000.0,213000.0,215000.0,190000.0,220000.0,5.0,5.0
Kedah,Baling,2026Q2,all,7.0,1568000.0,224000.0,200000.0,184000.0,245000.0,6.0,7.0
Kedah,Baling,2026Q2,low_cost_house,3.0,560000.0,186666.67,180000.0,170000.0,200000.0,3.0,3.0
Kedah,Baling,2026Q2,semi_detached,1.0,350000.0,350000.0,350000.0,350000.0,350000.0,0.0,1.0
Kedah,Baling,2026Q2,terrace,3.0,658000.0,219333.33,200000.0,194000.0,235000.0,3.0,3.0
Kedah,Bandar Baru,2024Q1,all,12.0,4590000.0,382500.0,412500.0,373250.0,435250.0,1.0,12.0
Kedah,Bandar Baru,2024Q1,detached,1.0,120000.0,120000.0,120000.0,120000.0,120000.0,1.0,1.0
Kedah,Bandar Baru,2024Q1,semi_detached,9.0,3674000.0,408222.22,416000.0,387000.0,436000.0,0.0,9.0
Kedah,Bandar Baru,2024Q1,terrace,2.0,796000.0,398000.0,398000.0,387000.0,409000.0,0.0,2.0
Kedah,Bandar Baru,2024Q2,all,6.0,2286000.0,381000.0,438000.0,409000.0,447500.0,1.0,6.0
Kedah,Bandar Baru,2024Q2,low_cost_house,1.0,110000.0,110000.0,110000.0,110000.0,110000.0,1.0,1.0
Kedah,Bandar Baru,2024Q2,semi_detached,5.0,2176000.0,435200.0,440000.0,436000.0,450000.0,0.0,5.0
Kedah,Bandar Baru,2024Q3,all,19.0,7391000.0,389000.0,435000.0,361500.0,460000.0,4.0,18.0
Kedah,Bandar Baru,2024Q3,detached,2.0,1013000.0,506500.0,506500.0,488250.0,524750.0,0.0,1.0
Kedah,Bandar Baru,2024Q3,low_cost_house,3.0,580000.0,193333.33,195000.0,165000.0,222500.0,3.0,3.0
Kedah,Bandar Baru,2024Q3,semi_detached,10.0,4362000.0,436200.0,460000.0,423000.0,460000.0,0.0,10.0
Kedah,Bandar Baru,2024Q3,terrace,4.0,1436000.0,359000.0,363000.0,325250.0,396750.0,1.0,4.0
Kedah,Bandar Baru,2024Q4,all,6.0,1688000.0,281333.33,274000.0,174750.0,419750.0,3.0,6.0
Kedah,Bandar Baru,2024Q4,detached,1.0,80000.0,80000.0,80000.0,80000.0,80000.0,1.0,1.0
Kedah,Bandar Baru,2024Q4,low_cost_house,1.0,167000.0,167000.0,167000.0,167000.0,167000.0,1.0,1.0
Kedah,Bandar Baru,2024Q4,semi_detached,3.0,1243000.0,414333.33,443000.0,396500.0,446500.0,0.0,3.0
Kedah,Bandar Baru,2024Q4,terrace,1.0,198000.0,198000.0,198000.0,198000.0,198000.0,1.0,1.0
Kedah,Bandar Baru,2025Q1,all,4.0,899000.0,224750.0,219500.0,181250.0,263000.0,4.0,4.0
Kedah,Bandar Baru,2025Q1,detached,1.0,290000.0,290000.0,290000.0,290000.0,290000.0,1.0,1.0
Kedah,Bandar Baru,2025Q1,low_cost_house,2.0,424000.0,212000.0,212000.0,191000.0,233000.0,2.0,2.0
Kedah,Bandar Baru,2025Q1,terrace,1.0,185000.0,185000.0,185000.0,185000.0,185000.0,1.0,1.0
Kedah,Bandar Baru,2025Q2,all,9.0,3564000.0,396000.0,440000.0,380000.0,484000.0,2.0,8.0
Kedah,Bandar Baru,2025Q2,low_cost_house,2.0,365000.0,182500.0,182500.0,173750.0,191250.0,2.0,2.0
Kedah,Bandar Baru,2025Q2,semi_detached,7.0,3199000.0,457000.0,443000.0,438000.0,484000.0,0.0,6.0
Kedah,Bandar Baru,2025Q3,all,6.0,2177000.0,362833.33,428500.0,256000.0,471250.0,2.0,6.0
Kedah,Bandar Baru,2025Q3,low_cost_house,2.0,350000.0,175000.0,175000.0,162500.0,187500.0,2.0,2.0
Kedah,Bandar Baru,2025Q3,semi_detached,4.0,1827000.0,456750.0,458500.0,430750.0,484500.0,0.0,4.0
Kedah,Bandar Baru,2025Q4,all,10.0,3532000.0,353200.0,432500.0,205000.0,471500.0,4.0,9.0
Kedah,Bandar Baru,2025Q4,low_cost_house,3.0,520000.0,173333.33,180000.0,160000.0,190000.0,3.0,3.0
Kedah,Bandar Baru,2025Q4,semi_detached,6.0,2792000.0,465333.33,463000.0,437750.0,485250.0,0.0,5.0
Kedah,Bandar Baru,2025Q4,terrace,1.0,220000.0,220000.0,220000.0,220000.0,220000.0,1.0,1.0
Kedah,Bandar Baru,2026Q1,all,5.0,1030000.0,206000.0,200000.0,155000.0,225000.0,4.0,5.0
Kedah,Bandar Baru,2026Q1,detached,1.0,155000.0,155000.0,155000.0,155000.0,155000.0,1.0,1.0
Kedah,Bandar Baru,2026Q1,low_cost_house,4.0,875000.0,218750.0,212500.0,182500.0,248750.0,3.0,4.0
Kedah,Bandar Baru,2026Q2,all,9.0,3018000.0,335333.33,369000.0,180000.0,480000.0,4.0,9.0
Kedah,Bandar Baru,2026Q2,low_cost_house,3.0,430000.0,143333.33,150000.0,125000.0,165000.0,3.0,3.0
Kedah,Bandar Baru,2026Q2,semi_detached,5.0,2119000.0,423800.0,480000.0,369000.0,500000.0,1.0,5.0
Kedah,Bandar Baru,2026Q2,terrace,1.0,469000.0,469000.0,469000.0,469000.0,469000.0,0.0,1.0
Kedah,Kota Setar,2024Q1,all,260.0,87381000.0,336080.77,302500.0,223750.0,450000.0,130.0,225.0
Kedah,Kota Setar,2024Q1,condo,2.0,568000.0,284000.0,284000.0,176000.0,392000.0,1.0,2.0
Kedah,Kota Setar,2024Q1,detached,8.0,4963000.0,620375.0,625000.0,534750.0,682500.0,1.0,1.0
Kedah,Kota Setar,2024Q1,flat,7.0,558000.0,79714.29,70000.0,63500.0,97500.0,7.0,7.0
Kedah,Kota Setar,2024Q1,low_cost_flat,10.0,742000.0,74200.0,72500.0,50000.0,96750.0,10.0,10.0
Kedah,Kota Setar,2024Q1,low_cost_house,58.0,10850000.0,187068.97,189000.0,152500.0,238750.0,57.0,57.0
Kedah,Kota Setar,2024Q1,semi_detached,80.0,37232000.0,465400.0,442500.0,361500.0,500000.0,5.0,63.0
Kedah,Kota Setar,2024Q1,terrace,92.0,31798000.0,345630.43,302500.0,257750.0,431000.0,46.0,82.0
Kedah,Kota Setar,2024Q1,townhouse,3.0,670000.0,223333.33,260000.0,205000.0,260000.0,3.0,3.0
Kedah,Kota Setar,2024Q2,all,272.0,104532000.0,384308.82,350000.0,249750.0,480000.0,109.0,221.0
Kedah,Kota Setar,2024Q2,condo,6.0,1420000.0,236666.67,220000.0,220000.0,220000.0,5.0,6.0
Kedah,Kota Setar,2024Q2,detached,7.0,7087000.0,1012428.57,750000.0,570000.0,1449500.0,0.0,1.0
Kedah,Kota Setar,2024Q2,flat,2.0,125000.0,62500.0,62500.0,58750.0,66250.0,2.0,2.0
Kedah,Kota Setar,2024Q2,low_cost_flat,5.0,555000.0,111000.0,120000.0,110000.0,120000.0,5.0,5.0
Kedah,Kota Setar,2024Q2,low_cost_house,41.0,8156000.0,198926.83,210000.0,185000.0,239000.0,38.0,41.0
Kedah,Kota Setar,2024Q2,semi_detached,112.0,51942000.0,463767.86,423500.0,365000.0,502500.0,13.0,84.0
Kedah,Kota Setar,2024Q2,terrace,98.0,35167000.0,358846.94,311000.0,250000.0,448250.0,45.0,81.0
Kedah,Kota Setar,2024Q2,townhouse,1.0,80000.0,80000.0,80000.0,80000.0,80000.0,1.0,1.0
Kedah,Kota Setar,2024Q3,all,264.0,93908000.0,355712.12,320000.0,250000.0,425250.0,116.0,228.0
Kedah,Kota Setar,2024Q3,condo,5.0,1718000.0,343600.0,400000.0,150000.0,563000.0,2.0,3.0
Kedah,Kota Setar,2024Q3,detached,10.0,6470000.0,647000.0,470000.0,406250.0,875000.0,0.0,6.0
Kedah,Kota Setar,2024Q3,low_cost_flat,7.0,457000.0,65285.71,57000.0,50000.0,78500.0,7.0,7.0
Kedah,Kota Setar,2024Q3,low_cost_house,54.0,12356000.0,228814.81,237000.0,191250.0,259750.0,52.0,54.0
Kedah,Kota Setar,2024Q3,semi_detached,84.0,38115000.0,453750.0,406000.0,369000.0,501250.0,6.0,63.0
Kedah,Kota Setar,2024Q3,terrace,101.0,34162000.0,338237.62,311000.0,250000.0,425000.0,46.0,92.0
Kedah,Kota Setar,2024Q3,townhouse,3.0,630000.0,210000.0,190000.0,185000.0,225000.0,3.0,3.0
Kedah,Kota Setar,2024Q4,all,140.0,47750000.0,341071.43,300000.0,236750.0,410000.0,71.0,120.0
Kedah,Kota Setar,2024Q4,cluster,1.0,625000.0,625000.0,625000.0,625000.0,625000.0,0.0,0.0
Kedah,Kota Setar,2024Q4,detached,2.0,1128000.0,564000.0,564000.0,562000.0,566000.0,0.0,0.0
Kedah,Kota Setar,2024Q4,low_cost_flat,5.0,322000.0,64400.0,60000.0,51000.0,63000.0,5.0,5.0
Kedah,Kota Setar,2024Q4,low_cost_house,38.0,8447000.0,222289.47,239000.0,212750.0,253750.0,35.0,38.0
Kedah,Kota Setar,2024Q4,semi_detached,36.0,17872000.0,496444.44,455000.0,390750.0,632500.0,3.0,22.0
Kedah,Kota Setar,2024Q4,terrace,58.0,19356000.0,333724.14,305500.0,250000.0,386000.0,28.0,55.0
Kedah,Kota Setar,2025Q1,all,122.0,45391000.0,372057.38,357500.0,230000.0,465000.0,50.0,100.0
Kedah,Kota Setar,2025Q1,condo,2.0,405000.0,202500.0,202500.0,171250.0,233750.0,2.0,2.0
Kedah,Kota Setar,2025Q1,detached,5.0,3080000.0,616000.0,500000.0,380000.0,950000.0,1.0,3.0
Kedah,Kota Setar,2025Q1,flat,3.0,194000.0,64666.67,62000.0,60000.0,68000.0,3.0,3.0
Kedah,Kota Setar,2025Q1,low_cost_flat,3.0,293000.0,97666.67,88000.0,86500.0,104000.0,3.0,3.0
Kedah,Kota Setar,2025Q1,low_cost_house,24.0,4236000.0,176500.0,200000.0,100000.0,236250.0,24.0,24.0
Kedah,Kota Setar,2025Q1,semi_detached,40.0,19948000.0,498700.0,422000.0,400000.0,546250.0,1.0,26.0
Kedah,Kota Setar,2025Q1,terrace,44.0,17068000.0,387909.09,348000.0,280000.0,461250.0,15.0,38.0
Kedah,Kota Setar,2025Q1,townhouse,1.0,167000.0,167000.0,167000.0,167000.0,167000.0,1.0,1.0
Kedah,Kota Setar,2025Q2,all,131.0,49560000.0,378320.61,320000.0,250000.0,441500.0,61.0,112.0
Kedah,Kota Setar,2025Q2,condo,2.0,630000.0,315000.0,315000.0,207500.0,422500.0,1.0,1.0
Kedah,Kota Setar,2025Q2,detached,7.0,4685000.0,669285.71,500000.0,440000.0,717500.0,0.0,4.0
Kedah,Kota Setar,2025Q2,low_cost_flat,1.0,72000.0,72000.0,72000.0,72000.0,72000.0,1.0,1.0
Kedah,Kota Setar,2025Q2,low_cost_house,40.0,8112000.0,202800.0,232500.0,148750.0,260000.0,36.0,40.0
Kedah,Kota Setar,2025Q2,semi_detached,34.0,19352000.0,569176.47,441500.0,392500.0,645000.0,2.0,23.0
Kedah,Kota Setar,2025Q2,terrace,47.0,16709000.0,355510.64,320000.0,279000.0,400000.0,21.0,43.0
Kedah,Kota Setar,2025Q3,all,122.0,45078000.0,369491.8,320000.0,260000.0,429500.0,54.0,106.0
Kedah,Kota Setar,2025Q3,condo,9.0,2248000.0,249777.78,265000.0,265000.0,265000.0,9.0,9.0
Kedah,Kota Setar,2025Q3,detached,2.0,2930000.0,1465000.0,1465000.0,1257500.0,1672500.0,0.0,0.0
Kedah,Kota Setar,2025Q3,flat,1.0,85000.0,85000.0,85000.0,85000.0,85000.0,1.0,1.0
Kedah,Kota Setar,2025Q3,low_cost_flat,2.0,157000.0,78500.0,78500.0,62750.0,94250.0,2.0,2.0
Kedah,Kota Setar,2025Q3,low_cost_house,30.0,7248000.0,241600.0,250000.0,212500.0,277500.0,26.0,30.0
Kedah,Kota Setar,2025Q3,semi_detached,28.0,13674000.0,488357.14,418500.0,398250.0,566250.0,2.0,19.0
Kedah,Kota Setar,2025Q3,terrace,50.0,18736000.0,374720.0,350000.0,300000.0,450000.0,14.0,45.0
Kedah,Kota Setar,2025Q4,all,120.0,36464000.0,303866.67,300000.0,210000.0,378500.0,63.0,110.0
Kedah,Kota Setar,2025Q4,condo,2.0,530000.0,265000.0,265000.0,265000.0,265000.0,2.0,2.0
Kedah,Kota Setar,2025Q4,detached,2.0,1155000.0,577500.0,577500.0,548750.0,606250.0,0.0,0.0
Kedah,Kota Setar,2025Q4,low_cost_flat,4.0,345000.0,86250.0,82500.0,65000.0,103750.0,4.0,4.0
Kedah,Kota Setar,2025Q4,low_cost_house,48.0,10406000.0,216791.67,230000.0,168750.0,273750.0,41.0,48.0
Kedah,Kota Setar,2025Q4,semi_detached,28.0,11788000.0,421000.0,400000.0,367500.0,450000.0,2.0,24.0
Kedah,Kota Setar,2025Q4,terrace,36.0,12240000.0,340000.0,321000.0,285750.0,375000.0,14.0,32.0
Kedah,Kota Setar,2026Q1,all,78.0,28248000.0,362153.85,340000.0,250000.0,450000.0,34.0,67.0
Kedah,Kota Setar,2026Q1,condo,4.0,979000.0,244750.0,219500.0,160500.0,303750.0,3.0,4.0
Kedah,Kota Setar,2026Q1,detached,2.0,1060000.0,530000.0,530000.0,505000.0,555000.0,0.0,1.0
Kedah,Kota Setar,2026Q1,low_cost_house,19.0,4345000.0,228684.21,220000.0,200000.0,250000.0,19.0,19.0
Kedah,Kota Setar,2026Q1,semi_detached,21.0,10744000.0,511619.05,472000.0,399000.0,560000.0,0.0,13.0
Kedah,Kota Setar,2026Q1,terrace,32.0,11120000.0,347500.0,337500.0,280000.0,388250.0,12.0,30.0
Kedah,Kota Setar,2026Q2,all,119.0,40645000.0,341554.62,302000.0,220000.0,412500.0,59.0,104.0
Kedah,Kota Setar,2026Q2,condo,7.0,2871000.0,410142.86,436000.0,340000.0,489500.0,2.0,5.0
Kedah,Kota Setar,2026Q2,detached,3.0,1518000.0,506000.0,488000.0,469000.0,534000.0,0.0,2.0
Kedah,Kota Setar,2026Q2,flat,1.0,135000.0,135000.0,135000.0,135000.0,135000.0,1.0,1.0
Kedah,Kota Setar,2026Q2,low_cost_flat,1.0,133000.0,133000.0,133000.0,133000.0,133000.0,1.0,1.0
Kedah,Kota Setar,2026Q2,low_cost_house,35.0,6128000.0,175085.71,210000.0,40000.0,239500.0,34.0,34.0
Kedah,Kota Setar,2026Q2,semi_detached,27.0,13718000.0,508074.07,420000.0,364000.0,496000.0,3.0,22.0
Kedah,Kota Setar,2026Q2,terrace,45.0,16142000.0,358711.11,332000.0,285000.0,400000.0,18.0,39.0
Kedah,Kuala Muda,2024Q1,all,740.0,216988000.0,293227.03,260000.0,209250.0,350000.0,495.0,703.0
Kedah,Kuala Muda,2024Q1,condo,1.0,450000.0,450000.0,450000.0,450000.0,450000.0,0.0,1.0
Kedah,Kuala Muda,2024Q1,detached,20.0,11186000.0,559300.0,599000.0,429000.0,672250.0,2.0,7.0
Kedah,Kuala Muda,2024Q1,low_cost_flat,3.0,340000.0,113333.33,120000.0,110000.0,120000.0,3.0,3.0
Kedah,Kuala Muda,2024Q1,low_cost_house,165.0,32981000.0,199884.85,200000.0,165000.0,235000.0,161.0,165.0
Kedah,Kuala Muda,2024Q1,semi_detached,126.0,50490000.0,400714.29,360000.0,300000.0,445750.0,39.0,108.0
Kedah,Kuala Muda,2024Q1,terrace,423.0,121211000.0,286550.83,260000.0,220000.0,350000.0,288.0,417.0
Kedah,Kuala Muda,2024Q1,townhouse,2.0,330000.0,165000.0,165000.0,162500.0,167500.0,2.0,2.0
Kedah,Kuala Muda,2024Q2,all,705.0,206530000.0,292950.35,260000.0,209000.0,357000.0,472.0,665.0
Kedah,Kuala Muda,2024Q2,cluster,2.0,1140000.0,570000.0,570000.0,495000.0,645000.0,0.0,1.0
Kedah,Kuala Muda,2024Q2,condo,2.0,260000.0,130000.0,130000.0,130000.0,130000.0,2.0,2.0
Kedah,Kuala Muda,2024Q2,detached,20.0,10124000.0,506200.0,534500.0,299750.0,614250.0,6.0,9.0
Kedah,Kuala Muda,2024Q2,low_cost_flat,5.0,560000.0,112000.0,120000.0,110000.0,120000.0,5.0,5.0
Kedah,Kuala Muda,2024Q2,low_cost_house,182.0,36049000.0,198071.43,200000.0,175750.0,230000.0,178.0,182.0
Kedah,Kuala Muda,2024Q2,semi_detached,129.0,55253000.0,428317.83,400000.0,350000.0,470000.0,16.0,107.0
Kedah,Kuala Muda,2024Q2,terrace,364.0,102974000.0,282895.6,260000.0,225000.0,322000.0,264.0,358.0
Kedah,Kuala Muda,2024Q2,townhouse,1.0,170000.0,170000.0,170000.0,170000.0,170000.0,1.0,1.0
Kedah,Kuala Muda,2024Q3,all,597.0,160550000.0,268927.97,250000.0,200000.0,320000.0,438.0,578.0
Kedah,Kuala Muda,2024Q3,cluster,1.0,500000.0,500000.0,500000.0,500000.0,500000.0,0.0,1.0
Kedah,Kuala Muda,2024Q3,condo,1.0,540000.0,540000.0,540000.0,540000.0,540000.0,0.0,0.0
Kedah,Kuala Muda,2024Q3,detached,11.0,5688000.0,517090.91,500000.0,420000.0,634000.0,1.0,6.0
Kedah,Kuala Muda,2024Q3,low_cost_flat,2.0,260000.0,130000.0,130000.0,120000.0,140000.0,2.0,2.0
Kedah,Kuala Muda,2024Q3,low_cost_house,199.0,37743000.0,189663.32,200000.0,160000.0,232500.0,195.0,199.0
Kedah,Kuala Muda,2024Q3,semi_detached,100.0,39652000.0,396520.0,377500.0,340000.0,435000.0,15.0,90.0
Kedah,Kuala Muda,2024Q3,terrace,282.0,75995000.0,269485.82,250000.0,220000.0,290000.0,224.0,279.0
Kedah,Kuala Muda,2024Q3,townhouse,1.0,172000.0,172000.0,172000.0,172000.0,172000.0,1.0,1.0
Kedah,Kuala Muda,2024Q4,all,268.0,74313000.0,277287.31,256000.0,218750.0,318500.0,197.0,257.0
Kedah,Kuala Muda,2024Q4,detached,7.0,3065000.0,437857.14,305000.0,225000.0,555000.0,3.0,5.0
Kedah,Kuala Muda,2024Q4,low_cost_flat,1.0,130000.0,130000.0,130000.0,130000.0,130000.0,1.0,1.0
Kedah,Kuala Muda,2024Q4,low_cost_house,98.0,20039000.0,204479.59,220000.0,180000.0,250000.0,96.0,98.0
Kedah,Kuala Muda,2024Q4,semi_detached,33.0,13528000.0,409939.39,385000.0,310000.0,488000.0,8.0,25.0
Kedah,Kuala Muda,2024Q4,terrace,129.0,37551000.0,291093.02,280000.0,240000.0,335000.0,89.0,128.0
Kedah,Kuala Muda,2025Q1,all,201.0,57750000.0,287313.43,260000.0,220000.0,330000.0,137.0,197.0
Kedah,Kuala Muda,2025Q1,detached,5.0,2760000.0,552000.0,500000.0,400000.0,550000.0,1.0,3.0
Kedah,Kuala Muda,2025Q1,low_cost_house,66.0,15100000.0,228787.88,230000.0,188750.0,255000.0,60.0,66.0
Kedah,Kuala Muda,2025Q1,semi_detached,36.0,13315000.0,369861.11,360000.0,300000.0,404500.0,11.0,34.0
Kedah,Kuala Muda,2025Q1,terrace,93.0,26390000.0,283763.44,270000.0,235000.0,325000.0,64.0,93.0
Kedah,Kuala Muda,2025Q1,townhouse,1.0,185000.0,185000.0,185000.0,185000.0,185000.0,1.0,1.0
Kedah,Kuala Muda,2025Q2,all,229.0,63699000.0,278161.57,265000.0,230000.0,315000.0,166.0,224.0
Kedah,Kuala Muda,2025Q2,detached,2.0,1175000.0,587500.0,587500.0,506250.0,668750.0,0.0,1.0
Kedah,Kuala Muda,2025Q2,low_cost_flat,1.0,120000.0,120000.0,120000.0,120000.0,120000.0,1.0,1.0
Kedah,Kuala Muda,2025Q2,low_cost_house,87.0,19818000.0,227793.1,245000.0,200000.0,270000.0,80.0,87.0
Kedah,Kuala Muda,2025Q2,semi_detached,33.0,12567000.0,380818.18,360000.0,300000.0,415000.0,9.0,31.0
Kedah,Kuala Muda,2025Q2,terrace,103.0,29580000.0,287184.47,280000.0,232500.0,320000.0,73.0,101.0
Kedah,Kuala Muda,2025Q2,townhouse,3.0,439000.0,146333.33,159000.0,124500.0,174500.0,3.0,3.0
Kedah,Kuala Muda,2025Q3,all,257.0,75841000.0,295101.17,270000.0,225000.0,330000.0,174.0,248.0
Kedah,Kuala Muda,2025Q3,cluster,2.0,800000.0,400000.0,400000.0,380000.0,420000.0,0.0,2.0
Kedah,Kuala Muda,2025Q3,detached,3.0,1750000.0,583333.33,400000.0,375000.0,700000.0,0.0,2.0
Kedah,Kuala Muda,2025Q3,low_cost_flat,2.0,260000.0,130000.0,130000.0,125000.0,135000.0,2.0,2.0
Kedah,Kuala Muda,2025Q3,low_cost_house,73.0,16691000.0,228643.84,225000.0,200000.0,250000.0,70.0,73.0
Kedah,Kuala Muda,2025Q3,semi_detached,47.0,18236000.0,388000.0,390000.0,320000.0,450000.0,9.0,42.0
Kedah,Kuala Muda,2025Q3,terrace,130.0,38104000.0,293107.69,271000.0,240000.0,313750.0,93.0,127.0
Kedah,Kuala Muda,2025Q4,all,219.0,66874000.0,305360.73,280000.0,240000.0,350000.0,136.0,210.0
Kedah,Kuala Muda,2025Q4,detached,1.0,398000.0,398000.0,398000.0,398000.0,398000.0,0.0,1.0
Kedah,Kuala Muda,2025Q4,low_cost_house,77.0,18382000.0,238727.27,250000.0,200000.0,270000.0,69.0,77.0
Kedah,Kuala Muda,2025Q4,semi_detached,47.0,19727000.0,419723.4,400000.0,340000.0,450000.0,4.0,39.0
Kedah,Kuala Muda,2025Q4,terrace,92.0,27987000.0,304206.52,280000.0,250000.0,350000.0,61.0,91.0
Kedah,Kuala Muda,2025Q4,townhouse,2.0,380000.0,190000.0,190000.0,190000.0,190000.0,2.0,2.0
Kedah,Kuala Muda,2026Q1,all,178.0,52126000.0,292842.7,264000.0,230000.0,304500.0,133.0,169.0
Kedah,Kuala Muda,2026Q1,detached,2.0,1690000.0,845000.0,845000.0,667500.0,1022500.0,0.0,1.0
Kedah,Kuala Muda,2026Q1,low_cost_house,60.0,13567000.0,226116.67,230000.0,183750.0,268500.0,59.0,60.0
Kedah,Kuala Muda,2026Q1,semi_detached,25.0,10263000.0,410520.0,380000.0,300000.0,450000.0,7.0,21.0
Kedah,Kuala Muda,2026Q1,terrace,91.0,26606000.0,292373.63,265000.0,240000.0,308000.0,67.0,87.0
Kedah,Kuala Muda,2026Q2,all,219.0,71598000.0,326931.51,290000.0,250000.0,370000.0,130.0,206.0
Kedah,Kuala Muda,2026Q2,cluster,8.0,2820000.0,352500.0,334500.0,305500.0,386000.0,1.0,8.0
Kedah,Kuala Muda,2026Q2,detached,2.0,1800000.0,900000.0,900000.0,675000.0,1125000.0,0.0,1.0
Kedah,Kuala Muda,2026Q2,low_cost_house,57.0,13824000.0,242526.32,250000.0,200000.0,280000.0,51.0,57.0
Kedah,Kuala Muda,2026Q2,semi_detached,35.0,16850000.0,481428.57,400000.0,360000.0,499000.0,4.0,27.0
Kedah,Kuala Muda,2026Q2,terrace,116.0,36104000.0,311241.38,294500.0,253750.0,341250.0,73.0,112.0
Kedah,Kuala Muda,2026Q2,townhouse,1.0,200000.0,200000.0,200000.0,200000.0,200000.0,1.0,1.0
